ProviderId,DataYear,FiscalYear,AHRQ_PSI_90_Score,CLABSI_Score,CAUTI_Score,SSI_Score
450586,2014,2015,6,Not Available,Not Available,NULL
450586,2015,2016,6,Not Available,Not Available,Not Available
450586,2016,2016,6.0000,N/A,N/A,N/A
450587,2014,2015,1,10,1,NULL
450587,2015,2016,1,9,1,5
450587,2016,2016,1.0000,9,1,5
450591,2014,2015,3,Not Available,1,NULL
450596,2014,2015,5,1,1,NULL
450596,2015,2016,3,1,1,4
450596,2016,2016,3.0000,1,1,4
450597,2014,2015,4,Not Available,Not Available,NULL
450597,2015,2016,5,Not Available,Not Available,Not Available
450597,2016,2016,5.0000,N/A,N/A,N/A
450604,2014,2015,1,Not Available,1,NULL
450604,2015,2016,1,Not Available,5,5
450604,2016,2016,1.0000,N/A,5,5
450605,2014,2015,5,Not Available,Not Available,NULL
450605,2015,2016,8,Not Available,Not Available,Not Available
450605,2016,2016,8.0000,N/A,N/A,N/A
450610,2014,2015,1,5,4,NULL
450610,2015,2016,1,5,5,3
450610,2016,2016,1.0000,5,5,3
450617,2014,2015,1,3,3,NULL
450617,2015,2016,3,3,4,3
450617,2016,2016,3.0000,3,4,3
450620,2014,2015,6,Not Available,Not Available,NULL
450620,2015,2016,6,Not Available,Not Available,Not Available
450620,2016,2016,6.0000,N/A,N/A,N/A
450634,2014,2015,2,3,2,NULL
450634,2015,2016,5,7,3,2
450634,2016,2016,5.0000,7,3,2
450638,2014,2015,2,10,9,NULL
450638,2015,2016,2,8,8,3
450638,2016,2016,2.0000,8,8,3
450639,2014,2015,2,5,8,NULL
450639,2015,2016,2,8,9,9
450639,2016,2016,2.0000,8,9,9
450641,2014,2015,6,Not Available,Not Available,NULL
450641,2015,2016,6,Not Available,Not Available,Not Available
450641,2016,2016,6.0000,N/A,N/A,N/A
450643,2014,2015,1,4,10,NULL
450643,2015,2016,1,6,10,9
450643,2016,2016,1.0000,6,10,9
450644,2014,2015,4,7,7,NULL
450644,2015,2016,5,5,6,5
450644,2016,2016,5.0000,5,6,5
450647,2014,2015,9,6,6,NULL
450647,2015,2016,9,5,7,6
450647,2016,2016,9.0000,5,7,6
450651,2014,2015,10,6,5,NULL
450651,2015,2016,9,7,6,7
450651,2016,2016,9.0000,7,6,7
450653,2014,2015,8,Not Available,1,NULL
450653,2015,2016,8,Not Available,1,Not Available
450653,2016,2016,8.0000,N/A,1,N/A
450654,2014,2015,5,Not Available,Not Available,NULL
450654,2015,2016,5,Not Available,Not Available,Not Available
450654,2016,2016,5.0000,N/A,N/A,N/A
450656,2014,2015,6,1,2,NULL
450656,2015,2016,5,1,2,6
450656,2016,2016,5.0000,1,2,6
450658,2014,2015,6,Not Available,Not Available,NULL
450658,2015,2016,6,Not Available,Not Available,Not Available
450658,2016,2016,6.0000,N/A,N/A,N/A
450659,2014,2015,5,9,6,NULL
450659,2015,2016,3,9,5,5
450659,2016,2016,3.0000,9,5,5
450661,2014,2015,9,5,9,NULL
450661,2015,2016,8,4,1,4
450661,2016,2016,8.0000,4,1,4
450662,2014,2015,1,9,9,NULL
450662,2015,2016,3,6,6,8
450662,2016,2016,3.0000,6,6,8
450668,2014,2015,9,4,3,NULL
450668,2015,2016,8,5,3,7
450668,2016,2016,8.0000,5,3,7
450669,2014,2015,3,5,1,NULL
450669,2015,2016,2,3,1,1
450669,2016,2016,2.0000,3,1,1
450670,2014,2015,5,8,7,NULL
450670,2015,2016,7,3,7,3
450670,2016,2016,7.0000,3,7,3
450672,2014,2015,4,6,5,NULL
450672,2015,2016,6,9,7,10
450672,2016,2016,6.0000,9,7,10
450674,2014,2015,9,3,Not Available,NULL
450674,2015,2016,8,3,1,2
450674,2016,2016,8.0000,3,1,2
450675,2014,2015,6,10,9,NULL
450675,2015,2016,4,8,8,4
450675,2016,2016,4.0000,8,8,4
450677,2014,2015,1,5,2,NULL
450677,2015,2016,4,4,2,4
450677,2016,2016,4.0000,4,2,4
450678,2014,2015,3,3,4,NULL
450678,2015,2016,5,8,8,2
450678,2016,2016,5.0000,8,8,2
450684,2014,2015,2,2,8,NULL
450684,2015,2016,1,4,6,8
450684,2016,2016,1.0000,4,6,8
450686,2014,2015,4,9,4,NULL
450686,2015,2016,3,8,4,8
450686,2016,2016,3.0000,8,4,8
450688,2014,2015,1,1,1,NULL
450688,2015,2016,1,2,1,3
450688,2016,2016,1.0000,2,1,3
450690,2014,2015,4,Not Available,1,NULL
450690,2015,2016,5,10,1,3
450690,2016,2016,5.0000,10,1,3
450694,2014,2015,5,Not Available,Not Available,NULL
450694,2015,2016,5,Not Available,Not Available,Not Available
450694,2016,2016,5.0000,N/A,N/A,N/A
450697,2014,2015,3,7,9,NULL
450697,2015,2016,2,10,10,3
450697,2016,2016,2.0000,10,10,3
450698,2014,2015,7,Not Available,Not Available,NULL
450698,2015,2016,6,Not Available,Not Available,Not Available
450698,2016,2016,6.0000,N/A,N/A,N/A
450702,2014,2015,2,9,9,NULL
450702,2015,2016,3,10,9,2
450702,2016,2016,3.0000,10,9,2
450709,2014,2015,8,6,3,NULL
450709,2015,2016,8,6,5,1
450709,2016,2016,8.0000,6,5,1
450711,2014,2015,7,10,5,NULL
450711,2015,2016,7,10,8,6
450711,2016,2016,7.0000,10,8,6
450713,2014,2015,9,6,9,NULL
450713,2015,2016,5,8,10,10
450713,2016,2016,5.0000,8,10,10
450716,2014,2015,8,9,5,NULL
450716,2015,2016,4,7,5,3
450716,2016,2016,4.0000,7,5,3
450718,2014,2015,2,10,9,NULL
450718,2015,2016,1,10,7,9
450718,2016,2016,1.0000,10,7,9
450723,2014,2015,4,4,9,NULL
450723,2015,2016,4,3,10,8
450723,2016,2016,4.0000,3,10,8
450730,2014,2015,10,9,8,NULL
450730,2015,2016,10,8,9,1
450730,2016,2016,10.0000,8,9,1
450742,2014,2015,5,3,1,NULL
450742,2015,2016,2,4,3,10
450742,2016,2016,2.0000,4,3,10
450743,2014,2015,7,3,6,NULL
450743,2015,2016,5,8,7,8
450743,2016,2016,5.0000,8,7,8
450746,2014,2015,7,Not Available,Not Available,NULL
450746,2015,2016,Not Available,Not Available,Not Available,Not Available
450746,2016,2016,N/A,N/A,N/A,N/A
450747,2014,2015,4,Not Available,3,NULL
450747,2015,2016,3,Not Available,8,1
450747,2016,2016,3.0000,N/A,8,1
450749,2014,2015,6,Not Available,Not Available,NULL
450749,2015,2016,6,Not Available,Not Available,Not Available
450749,2016,2016,6.0000,N/A,N/A,N/A
450754,2014,2015,5,Not Available,Not Available,NULL
450754,2015,2016,6,Not Available,Not Available,Not Available
450754,2016,2016,6.0000,N/A,N/A,N/A
450755,2014,2015,9,Not Available,Not Available,NULL
450755,2015,2016,8,Not Available,Not Available,Not Available
450755,2016,2016,8.0000,N/A,N/A,N/A
450766,2014,2015,2,4,6,NULL
450766,2015,2016,1,6,5,7
450766,2016,2016,1.0000,6,5,7
450771,2014,2015,2,5,8,NULL
450771,2015,2016,4,6,7,6
450771,2016,2016,4.0000,6,7,6
450774,2014,2015,4,Not Available,Not Available,NULL
450774,2015,2016,4,Not Available,Not Available,Not Available
450774,2016,2016,4.0000,N/A,N/A,N/A
450775,2014,2015,9,10,10,NULL
450775,2015,2016,6,7,9,5
450775,2016,2016,6.0000,7,9,5
450779,2014,2015,2,4,6,NULL
450779,2015,2016,7,3,3,4
450779,2016,2016,7.0000,3,3,4
450780,2014,2015,5,Not Available,Not Available,NULL
450780,2015,2016,6,Not Available,Not Available,Not Available
450780,2016,2016,6.0000,N/A,N/A,N/A
450788,2014,2015,1,6,5,NULL
450788,2015,2016,1,6,7,4
450788,2016,2016,1.0000,6,7,4
450795,2014,2015,4,Not Available,6,NULL
450796,2014,2015,5,Not Available,Not Available,NULL
450796,2015,2016,5,Not Available,Not Available,Not Available
450796,2016,2016,5.0000,N/A,N/A,N/A
450797,2014,2015,7,Not Available,Not Available,NULL
450797,2015,2016,Not Available,Not Available,Not Available,Not Available
450797,2016,2016,N/A,N/A,N/A,N/A
450801,2014,2015,4,7,2,NULL
450801,2015,2016,3,8,2,1
450801,2016,2016,3.0000,8,2,1
450803,2014,2015,2,1,8,NULL
450803,2015,2016,2,Not Available,10,Not Available
450803,2016,2016,2.0000,N/A,10,N/A
450804,2014,2015,2,Not Available,Not Available,NULL
450804,2015,2016,1,Not Available,Not Available,Not Available
450804,2016,2016,1.0000,N/A,N/A,N/A
450808,2014,2015,5,Not Available,Not Available,NULL
450808,2015,2016,5,Not Available,Not Available,Not Available
450808,2016,2016,5.0000,N/A,N/A,N/A
450809,2014,2015,2,7,9,NULL
450809,2015,2016,4,5,9,5
450809,2016,2016,4.0000,5,9,5
450820,2014,2015,1,3,3,NULL
450820,2015,2016,1,3,4,1
450820,2016,2016,1.0000,3,4,1
450822,2014,2015,3,9,4,NULL
450822,2015,2016,3,7,4,9
450822,2016,2016,3.0000,7,4,9
450825,2014,2015,4,Not Available,Not Available,NULL
450825,2015,2016,3,Not Available,Not Available,Not Available
450825,2016,2016,3.0000,N/A,N/A,N/A
450827,2014,2015,3,Not Available,Not Available,NULL
450827,2015,2016,3,Not Available,Not Available,Not Available
450827,2016,2016,3.0000,N/A,N/A,N/A
450828,2014,2015,1,Not Available,3,NULL
450828,2015,2016,3,Not Available,3,1
450828,2016,2016,3.0000,N/A,3,1
450831,2014,2015,7,Not Available,Not Available,NULL
450831,2015,2016,7,Not Available,Not Available,Not Available
450831,2016,2016,7.0000,N/A,N/A,N/A
450832,2014,2015,4,6,1,NULL
450833,2014,2015,5,Not Available,Not Available,NULL
450833,2015,2016,6,Not Available,Not Available,Not Available
450833,2016,2016,6.0000,N/A,N/A,N/A
450834,2014,2015,5,Not Available,Not Available,NULL
450834,2015,2016,7,Not Available,Not Available,Not Available
450834,2016,2016,7.0000,N/A,N/A,N/A
450840,2014,2015,6,5,1,NULL
450840,2015,2016,6,1,6,1
450840,2016,2016,6.0000,1,6,1
450844,2014,2015,1,4,1,NULL
450844,2015,2016,3,6,3,8
450844,2016,2016,3.0000,6,3,8
450845,2014,2015,9,Not Available,Not Available,NULL
450845,2015,2016,5,Not Available,Not Available,Not Available
450845,2016,2016,5.0000,N/A,N/A,N/A
450847,2014,2015,1,1,4,NULL
450847,2015,2016,1,3,7,5
450847,2016,2016,1.0000,3,7,5
450848,2014,2015,2,6,7,NULL
450848,2015,2016,3,6,5,9
450848,2016,2016,3.0000,6,5,9
450851,2014,2015,3,1,7,NULL
450851,2015,2016,3,Not Available,Not Available,Not Available
450851,2016,2016,3.0000,N/A,N/A,N/A
450853,2014,2015,8,Not Available,Not Available,NULL
450853,2015,2016,7,Not Available,Not Available,6
450853,2016,2016,7.0000,N/A,N/A,6
450855,2014,2015,1,9,9,NULL
450855,2015,2016,1,10,9,7
450855,2016,2016,1.0000,10,9,7
450856,2014,2015,3,Not Available,Not Available,NULL
450856,2015,2016,3,Not Available,Not Available,Not Available
450856,2016,2016,3.0000,N/A,N/A,N/A
450860,2014,2015,5,Not Available,Not Available,NULL
450860,2015,2016,7,Not Available,Not Available,Not Available
450860,2016,2016,7.0000,N/A,N/A,N/A
450862,2014,2015,2,10,3,NULL
450862,2015,2016,4,8,2,5
450862,2016,2016,4.0000,8,2,5
450864,2014,2015,7,Not Available,Not Available,NULL
450864,2015,2016,2,Not Available,Not Available,Not Available
450864,2016,2016,2.0000,N/A,N/A,N/A
450865,2014,2015,6,Not Available,Not Available,NULL
450865,2015,2016,6,Not Available,Not Available,Not Available
450865,2016,2016,6.0000,N/A,N/A,N/A
450867,2014,2015,10,1,4,NULL
450867,2015,2016,5,6,8,7
450867,2016,2016,5.0000,6,8,7
450869,2014,2015,6,8,2,NULL
450869,2015,2016,5,6,4,4
450869,2016,2016,5.0000,6,4,4
450871,2014,2015,2,Not Available,Not Available,NULL
450871,2015,2016,2,Not Available,Not Available,Not Available
450871,2016,2016,2.0000,N/A,N/A,N/A
450872,2014,2015,1,Not Available,1,NULL
450872,2015,2016,1,Not Available,1,2
450872,2016,2016,1.0000,N/A,1,2
450874,2014,2015,5,Not Available,Not Available,NULL
450874,2015,2016,5,Not Available,Not Available,Not Available
450874,2016,2016,5.0000,N/A,N/A,N/A
450875,2014,2015,2,Not Available,Not Available,NULL
450875,2015,2016,1,Not Available,Not Available,1
450875,2016,2016,1.0000,N/A,N/A,1
450876,2014,2015,1,1,1,NULL
450876,2015,2016,1,1,5,Not Available
450876,2016,2016,1.0000,1,5,N/A
450877,2014,2015,5,Not Available,Not Available,NULL
450877,2015,2016,5,Not Available,Not Available,6
450877,2016,2016,5.0000,N/A,N/A,6
450880,2014,2015,2,Not Available,Not Available,NULL
450880,2015,2016,2,Not Available,Not Available,Not Available
450880,2016,2016,2.0000,N/A,N/A,N/A
450883,2014,2015,6,Not Available,Not Available,NULL
450883,2015,2016,5,Not Available,Not Available,Not Available
450883,2016,2016,5.0000,N/A,N/A,N/A
450884,2014,2015,5,Not Available,Not Available,NULL
450885,2014,2015,10,4,4,NULL
450885,2015,2016,10,10,8,1
450885,2016,2016,10.0000,10,8,1
450888,2014,2015,7,Not Available,Not Available,NULL
450888,2015,2016,7,Not Available,Not Available,Not Available
450888,2016,2016,7.0000,N/A,N/A,N/A
450889,2014,2015,6,Not Available,Not Available,NULL
450889,2015,2016,5,Not Available,Not Available,Not Available
450889,2016,2016,5.0000,N/A,N/A,N/A
450890,2014,2015,8,7,4,NULL
450890,2015,2016,9,7,9,8
450890,2016,2016,9.0000,7,9,8
450891,2014,2015,8,Not Available,Not Available,NULL
450891,2015,2016,5,Not Available,Not Available,2
450891,2016,2016,5.0000,N/A,N/A,2
450893,2014,2015,7,Not Available,Not Available,NULL
450893,2015,2016,4,Not Available,Not Available,Not Available
450893,2016,2016,4.0000,N/A,N/A,N/A
450894,2014,2015,4,Not Available,Not Available,NULL
450894,2015,2016,4,Not Available,Not Available,7
450894,2016,2016,4.0000,N/A,N/A,7
460001,2014,2015,10,7,10,NULL
460001,2015,2016,10,6,10,8
460001,2016,2016,10.0000,6,10,8
460003,2014,2015,10,10,10,NULL
460003,2015,2016,10,10,10,10
460003,2016,2016,10.0000,10,10,10
460004,2014,2015,9,6,10,NULL
460004,2015,2016,10,7,10,10
460004,2016,2016,10.0000,7,10,10
460005,2014,2015,8,7,10,NULL
460005,2015,2016,3,3,8,5
460005,2016,2016,3.0000,3,8,5
460006,2014,2015,10,9,8,NULL
460006,2015,2016,10,6,9,10
460006,2016,2016,10.0000,6,9,10
460007,2014,2015,7,Not Available,4,NULL
460007,2015,2016,4,Not Available,1,3
460007,2016,2016,4.0000,N/A,1,3
460009,2014,2015,8,8,9,NULL
460009,2015,2016,6,7,8,10
460009,2016,2016,6.0000,7,8,10
460010,2014,2015,10,5,8,NULL
460010,2015,2016,10,6,9,9
460010,2016,2016,10.0000,6,9,9
460011,2014,2015,9,Not Available,Not Available,NULL
460011,2015,2016,5,Not Available,Not Available,9
460011,2016,2016,5.0000,N/A,N/A,9
460013,2014,2015,2,7,4,NULL
460013,2015,2016,2,1,8,8
460013,2016,2016,2.0000,1,8,8
460014,2014,2015,7,Not Available,6,NULL
460014,2015,2016,4,Not Available,Not Available,Not Available
460014,2016,2016,4.0000,N/A,N/A,N/A
460015,2014,2015,3,1,5,NULL
460015,2015,2016,2,1,3,10
460015,2016,2016,2.0000,1,3,10
460017,2014,2015,2,Not Available,Not Available,NULL
460017,2015,2016,6,Not Available,Not Available,1
460017,2016,2016,6.0000,N/A,N/A,1
460019,2014,2015,3,Not Available,Not Available,NULL
460019,2015,2016,4,Not Available,Not Available,Not Available
460019,2016,2016,4.0000,N/A,N/A,N/A
460021,2014,2015,8,4,4,NULL
460021,2015,2016,7,3,5,4
460021,2016,2016,7.0000,3,5,4
460023,2014,2015,9,1,9,NULL
460023,2015,2016,9,1,4,9
460023,2016,2016,9.0000,1,4,9
460026,2014,2015,4,Not Available,Not Available,NULL
460026,2015,2016,6,Not Available,Not Available,Not Available
460026,2016,2016,6.0000,N/A,N/A,N/A
460030,2014,2015,8,Not Available,Not Available,NULL
460030,2015,2016,5,Not Available,Not Available,Not Available
460030,2016,2016,5.0000,N/A,N/A,N/A
460033,2014,2015,7,Not Available,Not Available,NULL
460033,2015,2016,6,Not Available,Not Available,Not Available
460033,2016,2016,6.0000,N/A,N/A,N/A
460035,2014,2015,7,Not Available,Not Available,NULL
460035,2015,2016,6,Not Available,Not Available,Not Available
460035,2016,2016,6.0000,N/A,N/A,N/A
460039,2014,2015,9,Not Available,Not Available,NULL
460039,2015,2016,8,Not Available,Not Available,Not Available
460039,2016,2016,8.0000,N/A,N/A,N/A
460041,2014,2015,4,10,8,NULL
460041,2015,2016,9,10,7,1
460041,2016,2016,9.0000,10,7,1
460042,2014,2015,8,1,6,NULL
460042,2015,2016,4,1,8,4
460042,2016,2016,4.0000,1,8,4
460043,2014,2015,7,Not Available,Not Available,NULL
460043,2015,2016,Not Available,Not Available,Not Available,Not Available
460043,2016,2016,N/A,N/A,N/A,N/A
460044,2014,2015,9,Not Available,10,NULL
460044,2015,2016,10,Not Available,1,5
460044,2016,2016,10.0000,N/A,1,5
460047,2014,2015,10,6,9,NULL
460047,2015,2016,10,8,8,7
460047,2016,2016,10.0000,8,8,7
460049,2014,2015,9,Not Available,Not Available,NULL
460049,2015,2016,9,Not Available,Not Available,Not Available
460049,2016,2016,9.0000,N/A,N/A,N/A
460051,2014,2015,2,4,9,NULL
460051,2015,2016,4,3,4,10
460051,2016,2016,4.0000,3,4,10
460052,2014,2015,2,4,3,NULL
460052,2015,2016,5,5,3,1
460052,2016,2016,5.0000,5,3,1
460054,2014,2015,6,Not Available,Not Available,NULL
460054,2015,2016,4,Not Available,Not Available,Not Available
460054,2016,2016,4.0000,N/A,N/A,N/A
460057,2014,2015,8,Not Available,Not Available,NULL
460057,2015,2016,5,Not Available,Not Available,Not Available
460057,2016,2016,5.0000,N/A,N/A,N/A
460058,2014,2015,10,Not Available,Not Available,NULL
460058,2015,2016,8,Not Available,Not Available,9
460058,2016,2016,8.0000,N/A,N/A,9
460059,2014,2015,Not Available,Not Available,Not Available,NULL
460060,2014,2015,Not Available,Not Available,Not Available,NULL
460060,2015,2016,Not Available,Not Available,Not Available,Not Available
460060,2016,2016,N/A,N/A,N/A,N/A
470001,2014,2015,3,1,6,NULL
470001,2015,2016,3,1,3,9
470001,2016,2016,3.0000,1,3,9
470003,2014,2015,2,3,7,NULL
470003,2015,2016,3,4,6,10
470003,2016,2016,3.0000,4,6,10
470005,2014,2015,3,1,5,NULL
470005,2015,2016,6,5,4,3
470005,2016,2016,6.0000,5,4,3
470011,2014,2015,1,Not Available,Not Available,NULL
470011,2015,2016,1,Not Available,Not Available,10
470011,2016,2016,1.0000,N/A,N/A,10
470012,2014,2015,4,9,1,NULL
470012,2015,2016,2,Not Available,5,10
470012,2016,2016,2.0000,N/A,5,10
470024,2014,2015,7,Not Available,Not Available,NULL
470024,2015,2016,7,Not Available,Not Available,8
470024,2016,2016,7.0000,N/A,N/A,8
490001,2014,2015,4,1,1,NULL
490001,2015,2016,4,1,1,4
490001,2016,2016,4.0000,1,1,4
490002,2014,2015,4,Not Available,4,NULL
490002,2015,2016,5,Not Available,1,Not Available
490002,2016,2016,5.0000,N/A,1,N/A
490004,2014,2015,5,3,6,NULL
490004,2015,2016,5,4,6,10
490004,2016,2016,5.0000,4,6,10
490005,2014,2015,1,2,5,NULL
490005,2015,2016,2,2,6,7
490005,2016,2016,2.0000,2,6,7
490007,2014,2015,9,5,5,NULL
490007,2015,2016,9,4,7,10
490007,2016,2016,9.0000,4,7,10
490009,2014,2015,9,7,9,NULL
490009,2015,2016,5,7,8,8
490009,2016,2016,5.0000,7,8,8
490011,2014,2015,10,10,8,NULL
490011,2015,2016,9,10,8,3
490011,2016,2016,9.0000,10,8,3
490013,2014,2015,5,10,8,NULL
490013,2015,2016,4,9,9,5
490013,2016,2016,4.0000,9,9,5
490017,2014,2015,2,6,2,NULL
490017,2015,2016,7,7,5,2
490017,2016,2016,7.0000,7,5,2
490018,2014,2015,4,5,5,NULL
490018,2015,2016,6,1,5,5
490018,2016,2016,6.0000,1,5,5
490019,2014,2015,9,9,5,NULL
490019,2015,2016,4,1,5,8
490019,2016,2016,4.0000,1,5,8
490020,2014,2015,8,5,3,NULL
490020,2015,2016,7,1,2,1
490020,2016,2016,7.0000,1,2,1
490021,2014,2015,9,8,8,NULL
490021,2015,2016,7,8,9,7
490021,2016,2016,7.0000,8,9,7
490022,2014,2015,5,4,6,NULL
490022,2015,2016,6,4,5,4
490022,2016,2016,6.0000,4,5,4
490023,2014,2015,10,6,1,NULL
490023,2015,2016,9,1,7,2
490023,2016,2016,9.0000,1,7,2
490024,2014,2015,10,7,9,NULL
490024,2015,2016,10,7,10,8
490024,2016,2016,10.0000,7,10,8
490032,2014,2015,10,7,7,NULL
490032,2015,2016,6,7,7,8
490032,2016,2016,6.0000,7,7,8
490033,2014,2015,6,Not Available,7,NULL
490033,2015,2016,4,Not Available,9,Not Available
490033,2016,2016,4.0000,N/A,9,N/A
490037,2014,2015,2,1,1,NULL
490037,2015,2016,1,5,1,9
490037,2016,2016,1.0000,5,1,9
490038,2014,2015,2,Not Available,1,NULL
490038,2015,2016,3,Not Available,Not Available,10
490038,2016,2016,3.0000,N/A,N/A,10
490040,2014,2015,2,3,3,NULL
490040,2015,2016,2,5,4,3
490040,2016,2016,2.0000,5,4,3
490041,2014,2015,4,4,6,NULL
490041,2015,2016,10,4,10,3
490041,2016,2016,10.0000,4,10,3
490042,2014,2015,2,5,7,NULL
490042,2015,2016,2,1,1,4
490042,2016,2016,2.0000,1,1,4
490043,2014,2015,1,5,5,NULL
490043,2015,2016,1,5,5,7
490043,2016,2016,1.0000,5,5,7
490044,2014,2015,1,5,5,NULL
490044,2015,2016,3,4,7,9
490044,2016,2016,3.0000,4,7,9
490045,2014,2015,8,3,6,NULL
490045,2015,2016,6,4,6,3
490045,2016,2016,6.0000,4,6,3
490046,2014,2015,1,3,5,NULL
490046,2015,2016,1,3,5,9
490046,2016,2016,1.0000,3,5,9
490048,2014,2015,1,3,5,NULL
490048,2015,2016,1,3,4,6
490048,2016,2016,1.0000,3,4,6
490050,2014,2015,3,3,6,NULL
490050,2015,2016,2,4,8,3
490050,2016,2016,2.0000,4,8,3
490052,2014,2015,3,6,9,NULL
490052,2015,2016,3,6,7,7
490052,2016,2016,3.0000,6,7,7
490053,2014,2015,4,6,2,NULL
490053,2015,2016,2,1,2,3
490053,2016,2016,2.0000,1,2,3
490057,2014,2015,6,2,6,NULL
490057,2015,2016,4,1,4,6
490057,2016,2016,4.0000,1,4,6
490059,2014,2015,9,4,6,NULL
490059,2015,2016,9,3,3,5
490059,2016,2016,9.0000,3,3,5
490060,2014,2015,3,Not Available,1,NULL
490060,2015,2016,3,Not Available,3,7
490060,2016,2016,3.0000,N/A,3,7
490063,2014,2015,9,6,8,NULL
490063,2015,2016,7,5,7,9
490063,2016,2016,7.0000,5,7,9
490066,2014,2015,1,10,2,NULL
490066,2015,2016,2,10,3,9
490066,2016,2016,2.0000,10,3,9
490067,2014,2015,3,6,2,NULL
490067,2015,2016,1,1,2,2
490067,2016,2016,1.0000,1,2,2
490069,2014,2015,8,6,9,NULL
490069,2015,2016,3,5,10,2
490069,2016,2016,3.0000,5,10,2
490075,2014,2015,10,6,6,NULL
490075,2015,2016,9,3,4,4
490075,2016,2016,9.0000,3,4,4
490077,2014,2015,2,1,3,NULL
490077,2015,2016,4,1,4,6
490077,2016,2016,4.0000,1,4,6
490079,2014,2015,1,6,7,NULL
490079,2015,2016,1,9,6,4
490079,2016,2016,1.0000,9,6,4
490084,2014,2015,8,Not Available,10,NULL
490084,2015,2016,10,Not Available,10,1
490084,2016,2016,10.0000,N/A,10,1
490088,2014,2015,5,Not Available,8,NULL
490088,2015,2016,8,Not Available,9,Not Available
490088,2016,2016,8.0000,N/A,9,N/A
490089,2014,2015,6,Not Available,4,NULL
490089,2015,2016,5,Not Available,4,Not Available
490089,2016,2016,5.0000,N/A,4,N/A
490090,2014,2015,4,Not Available,4,NULL
490090,2015,2016,8,Not Available,1,9
490090,2016,2016,8.0000,N/A,1,9
490092,2014,2015,4,Not Available,1,NULL
490092,2015,2016,3,Not Available,1,5
490092,2016,2016,3.0000,N/A,1,5
490093,2014,2015,1,9,4,NULL
490093,2015,2016,1,10,6,4
490093,2016,2016,1.0000,10,6,4
490094,2014,2015,5,Not Available,Not Available,NULL
490094,2015,2016,5,Not Available,Not Available,Not Available
490094,2016,2016,5.0000,N/A,N/A,N/A
490097,2014,2015,5,Not Available,1,NULL
490097,2015,2016,5,Not Available,1,Not Available
490097,2016,2016,5.0000,N/A,1,N/A
490098,2014,2015,3,1,5,NULL
490098,2015,2016,2,Not Available,8,1
490098,2016,2016,2.0000,N/A,8,1
490101,2014,2015,1,5,8,NULL
490101,2015,2016,1,6,9,3
490101,2016,2016,1.0000,6,9,3
490105,2014,2015,7,Not Available,Not Available,NULL
490106,2014,2015,7,Not Available,Not Available,NULL
490107,2014,2015,4,2,6,NULL
490107,2015,2016,3,2,6,8
490107,2016,2016,3.0000,2,6,8
490109,2014,2015,7,Not Available,Not Available,NULL
490110,2014,2015,7,1,7,NULL
490110,2015,2016,8,1,1,9
490110,2016,2016,8.0000,1,1,9
490111,2014,2015,8,Not Available,1,NULL
490111,2015,2016,5,Not Available,Not Available,4
490111,2016,2016,5.0000,N/A,N/A,4
490112,2014,2015,8,6,3,NULL
490112,2015,2016,8,8,6,4
490112,2016,2016,8.0000,8,6,4
490113,2014,2015,9,5,5,NULL
490113,2015,2016,10,9,5,6
490113,2016,2016,10.0000,9,5,6
490114,2014,2015,6,Not Available,1,NULL
490114,2015,2016,4,Not Available,1,Not Available
490114,2016,2016,4.0000,N/A,1,N/A
490115,2014,2015,5,Not Available,Not Available,NULL
490115,2015,2016,4,Not Available,4,7
490115,2016,2016,4.0000,N/A,4,7
490116,2014,2015,9,1,5,NULL
490116,2015,2016,9,Not Available,8,Not Available
490116,2016,2016,9.0000,N/A,8,N/A
490117,2014,2015,6,Not Available,Not Available,NULL
490117,2015,2016,6,Not Available,Not Available,Not Available
490117,2016,2016,6.0000,N/A,N/A,N/A
490118,2014,2015,8,5,5,NULL
490118,2015,2016,7,3,6,7
490118,2016,2016,7.0000,3,6,7
490119,2014,2015,2,3,6,NULL
490119,2015,2016,2,5,8,8
490119,2016,2016,2.0000,5,8,8
490120,2014,2015,4,5,8,NULL
490120,2015,2016,3,6,8,7
490120,2016,2016,3.0000,6,8,7
490122,2014,2015,1,8,2,NULL
490122,2015,2016,1,7,5,1
490122,2016,2016,1.0000,7,5,1
490123,2014,2015,10,Not Available,1,NULL
490123,2015,2016,10,Not Available,1,Not Available
490123,2016,2016,10.0000,N/A,1,N/A
490126,2014,2015,7,Not Available,6,NULL
490126,2015,2016,7,Not Available,6,Not Available
490126,2016,2016,7.0000,N/A,6,N/A
490127,2014,2015,6,Not Available,1,NULL
490127,2015,2016,8,Not Available,1,Not Available
490127,2016,2016,8.0000,N/A,1,N/A
490130,2014,2015,8,9,5,NULL
490130,2015,2016,6,1,7,3
490130,2016,2016,6.0000,1,7,3
490134,2014,2015,7,Not Available,Not Available,NULL
490136,2014,2015,10,3,7,NULL
490136,2015,2016,10,8,4,5
490136,2016,2016,10.0000,8,4,5
490140,2014,2015,9,9,3,NULL
490140,2015,2016,10,7,4,7
490140,2016,2016,10.0000,7,4,7
490141,2014,2015,8,7,4,NULL
490141,2015,2016,2,1,3,6
490141,2016,2016,2.0000,1,3,6
490143,2014,2015,8,Not Available,Not Available,NULL
490143,2015,2016,4,Not Available,Not Available,Not Available
490143,2016,2016,4.0000,N/A,N/A,N/A
490144,2015,2016,Not Available,Not Available,Not Available,Not Available
