ProviderId,DataYear,PAYM_30_AMI_Payment,PAYM_30_HF_Payment,PAYM_30_PN_Payment,PAYM_30_AMI_LowerEstimate,PAYM_30_HF_LowerEstimate,PAYM_30_PN_LowerEstimate,PAYM_30_AMI_HigherEstimate,PAYM_30_HF_HigherEstimate,PAYM_30_PN_HigherEstimate,PAYM_30_AMI_Denominator,PAYM_30_HF_Denominator,PAYM_30_PN_Denominator,PAYM_30_AMI_NationalComparisonCategory,PAYM_30_HF_NationalComparisonCategory,PAYM_30_PN_NationalComparisonCategory
360147,2014,22125,NULL,NULL,20249,NULL,NULL,24143,NULL,NULL,189,NULL,NULL,No Different than the National Average Payment,NULL,NULL
360148,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
360150,2014,21035,NULL,NULL,17964,NULL,NULL,24576,NULL,NULL,27,NULL,NULL,No Different than the National Average Payment,NULL,NULL
360152,2014,22663,NULL,NULL,20128,NULL,NULL,25450,NULL,NULL,98,NULL,NULL,No Different than the National Average Payment,NULL,NULL
360153,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
360155,2014,21010,NULL,NULL,19633,NULL,NULL,22516,NULL,NULL,318,NULL,NULL,No Different than the National Average Payment,NULL,NULL
360156,2016,"$22,621","$15,783","$16,160","$19,743","$14,079","$14,414","$26,100","$17,777","$17,862",32,94,103,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
360159,2016,"$21,060","$14,789","$15,719","$19,419","$13,797","$14,612","$22,787","$15,888","$16,785",226,354,295,No Different than the National Average Payment,Less than the National Average Payment,No Different than the National Average Payment
360161,2016,"$23,656","$16,853","$16,580","$20,891","$15,661","$15,184","$26,742","$18,162","$17,934",68,306,192,No Different than the National Average Payment,No Different than the National Average Payment,Greater than the National Average Payment
360163,2015,"$23,007","$18,063","$15,857","$21,481","$17,182","$14,954","$24,652","$18,952","$16,751",364,740,459,No Different than the National Average Payment,Greater than the National Average Payment,Greater than the National Average Payment
360170,2016,"$23,342","$16,370","$14,271","$20,281","$14,620","$12,767","$27,097","$18,417","$15,753",29,98,111,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
360172,2015,"$23,227","$17,644","$15,710","$21,349","$16,551","$14,866","$25,162","$18,887","$16,556",243,409,532,No Different than the National Average Payment,Greater than the National Average Payment,Greater than the National Average Payment
360174,2015,"$21,507","$15,788","$15,090","$19,404","$14,627","$14,191","$23,798","$17,065","$16,011",114,288,411,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
360179,2014,21783,NULL,NULL,20353,NULL,NULL,23394,NULL,NULL,319,NULL,NULL,No Different than the National Average Payment,NULL,NULL
360192,2014,20665,NULL,NULL,18782,NULL,NULL,22899,NULL,NULL,129,NULL,NULL,No Different than the National Average Payment,NULL,NULL
360195,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
360197,2014,21853,NULL,NULL,19567,NULL,NULL,24385,NULL,NULL,83,NULL,NULL,No Different than the National Average Payment,NULL,NULL
360203,2014,22086,NULL,NULL,19441,NULL,NULL,24978,NULL,NULL,66,NULL,NULL,No Different than the National Average Payment,NULL,NULL
360210,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
360211,2014,25367,NULL,NULL,23242,NULL,NULL,27687,NULL,NULL,244,NULL,NULL,Greater than the National Average Payment,NULL,NULL
360230,2016,"$23,195","$16,283","$14,708","$21,585","$15,503","$13,950","$24,864","$17,105","$15,475",339,831,580,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
360234,2014,21327,NULL,NULL,18923,NULL,NULL,23906,NULL,NULL,81,NULL,NULL,No Different than the National Average Payment,NULL,NULL
360236,2015,"$23,692","$14,875","$16,137","$20,653","$13,411","$14,942","$27,211","$16,434","$17,332",55,151,258,No Different than the National Average Payment,No Different than the National Average Payment,Greater than the National Average Payment
360239,2016,"$24,194","$16,218","$14,238","$21,068","$14,671","$12,733","$27,523","$17,910","$15,802",37,149,117,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
360241,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
360242,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
260015,2015,Not Available,"$15,856","$14,521",Not Available,"$13,985","$13,256",Not Available,"$18,052","$15,807",Not Available,84,180,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
260017,2014,20590,NULL,NULL,18521,NULL,NULL,22920,NULL,NULL,104,NULL,NULL,No Different than the National Average Payment,NULL,NULL
260020,2014,22846,NULL,NULL,21146,NULL,NULL,24748,NULL,NULL,276,NULL,NULL,No Different than the National Average Payment,NULL,NULL
260023,2015,"$24,150","$17,660","$15,449","$22,342","$16,651","$14,474","$26,107","$18,823","$16,436",288,450,401,Greater than the National Average Payment,Greater than the National Average Payment,Greater than the National Average Payment
260025,2015,"$20,822","$14,346","$13,875","$18,858","$13,320","$12,957","$22,916","$15,448","$14,827",128,303,337,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
260027,2014,22667,NULL,NULL,20345,NULL,NULL,25163,NULL,NULL,125,NULL,NULL,No Different than the National Average Payment,NULL,NULL
260032,2016,"$23,654","$16,086","$15,072","$22,263","$15,346","$14,141","$25,169","$16,859","$15,996",495,860,393,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
260040,2016,"$20,380","$14,683","$14,373","$19,245","$13,939","$13,787","$21,658","$15,392","$14,988",462,761,943,Less than the National Average Payment,Less than the National Average Payment,No Different than the National Average Payment
260047,2016,"$22,047","$15,219","$14,671","$20,207","$14,096","$13,678","$24,057","$16,398","$15,627",164,290,346,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
260048,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
26004F,2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Missing,NULL,NULL
260050,2016,Not Available,"$14,598","$14,861",Not Available,"$12,713","$13,093",Not Available,"$16,756","$16,570",Not Available,53,91,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
260052,2016,"$24,361","$17,241","$16,287","$22,006","$15,942","$15,035","$27,026","$18,639","$17,540",131,285,249,No Different than the National Average Payment,No Different than the National Average Payment,Greater than the National Average Payment
260057,2016,"$20,828","$14,972","$12,910","$18,004","$13,130","$11,802","$24,060","$17,024","$13,970",25,72,195,No Different than the National Average Payment,No Different than the National Average Payment,Less than the National Average Payment
260059,2016,Not Available,"$13,697","$13,497",Not Available,"$12,116","$12,111",Not Available,"$15,390","$14,872",Not Available,93,145,Number of Cases Too Small,Less than the National Average Payment,No Different than the National Average Payment
260061,2015,Not Available,"$13,431","$13,451",Not Available,"$11,682","$11,676",Not Available,"$15,431","$15,249",Not Available,60,64,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
260062,2016,"$22,192","$15,533","$13,864","$19,973","$14,356","$12,621","$24,572","$16,901","$15,158",115,238,160,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
260068,2014,21261,NULL,NULL,20086,NULL,NULL,22572,NULL,NULL,490,NULL,NULL,No Different than the National Average Payment,NULL,NULL
260074,2014,19848,NULL,NULL,17459,NULL,NULL,22581,NULL,NULL,63,NULL,NULL,No Different than the National Average Payment,NULL,NULL
260077,2015,"$22,832","$17,312","$15,911","$21,261","$16,540","$15,249","$24,521","$18,132","$16,575",338,912,907,No Different than the National Average Payment,Greater than the National Average Payment,Greater than the National Average Payment
260078,2016,"$20,275","$15,106","$14,438","$18,656","$13,785","$13,285","$22,038","$16,515","$15,559",193,183,245,Less than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
260080,2015,Not Available,Not Available,"$14,673",Not Available,Not Available,"$12,996",Not Available,Not Available,"$16,276",Not Available,Not Available,99,Number of Cases Too Small,Number of Cases Too Small,No Different than the National Average Payment
260081,2016,"$22,954","$16,697","$15,452","$21,167","$15,536","$14,275","$24,742","$17,966","$16,619",250,317,265,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
260091,2015,"$23,544","$15,518","$14,943","$21,434","$14,521","$13,802","$25,738","$16,577","$16,030",188,447,255,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
260094,2016,"$21,586","$16,903","$13,210","$19,711","$15,609","$12,120","$23,569","$18,324","$14,285",182,271,200,No Different than the National Average Payment,No Different than the National Average Payment,Less than the National Average Payment
260095,2014,21778,NULL,NULL,20055,NULL,NULL,23648,NULL,NULL,233,NULL,NULL,No Different than the National Average Payment,NULL,NULL
260096,2016,"$22,806","$15,482","$15,841","$21,244","$14,715","$15,092","$24,559","$16,292","$16,597",301,711,704,No Different than the National Average Payment,No Different than the National Average Payment,Greater than the National Average Payment
360197,2015,"$22,988","$14,224","$14,413","$20,182","$12,517","$13,058","$26,223","$16,083","$15,842",58,74,140,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
360203,2015,"$22,496","$13,848","$13,807","$19,874","$12,618","$12,806","$25,482","$15,158","$14,821",59,192,294,No Different than the National Average Payment,Less than the National Average Payment,No Different than the National Average Payment
360210,2015,Not Available,"$16,380","$13,859",Not Available,"$14,556","$12,363",Not Available,"$18,415","$15,296",Not Available,102,110,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
360211,2016,"$25,893","$21,071","$17,339","$23,753","$19,847","$16,273","$28,117","$22,360","$18,393",240,488,422,Greater than the National Average Payment,Greater than the National Average Payment,Greater than the National Average Payment
360212,2016,"$21,382","$16,947","$14,419","$18,967","$15,604","$13,156","$24,048","$18,364","$15,695",71,232,174,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
360218,2014,20023,NULL,NULL,18085,NULL,NULL,22073,NULL,NULL,130,NULL,NULL,No Different than the National Average Payment,NULL,NULL
360230,2015,"$23,044","$16,069","$14,868","$21,442","$15,279","$14,120","$24,876","$16,907","$15,652",309,754,581,No Different than the National Average Payment,Greater than the National Average Payment,No Different than the National Average Payment
360234,2016,"$24,831","$16,396","$16,066","$22,348","$15,173","$14,728","$27,738","$17,655","$17,389",105,287,197,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
360236,2014,22557,NULL,NULL,19737,NULL,NULL,25818,NULL,NULL,56,NULL,NULL,No Different than the National Average Payment,NULL,NULL
360239,2014,21874,NULL,NULL,18673,NULL,NULL,25554,NULL,NULL,27,NULL,NULL,No Different than the National Average Payment,NULL,NULL
360241,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
360245,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL
360259,2015,"$21,409","$15,852","$14,088","$18,319","$14,215","$12,669","$24,985","$17,727","$15,533",27,109,115,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
360261,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
360262,2015,"$22,690","$15,518","$15,212","$20,050","$14,206","$14,022","$25,803","$16,930","$16,404",71,210,242,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
360266,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL
360270,2016,Not Available,"$18,127","$14,965",Not Available,"$16,193","$13,345",Not Available,"$20,238","$16,602",Not Available,103,112,Number of Cases Too Small,Greater than the National Average Payment,No Different than the National Average Payment
360274,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Number of Cases Too Small,Not Available
360276,2015,"$24,651","$17,391","$16,293","$21,745","$16,356","$15,013","$28,097","$18,575","$17,557",77,447,248,No Different than the National Average Payment,Greater than the National Average Payment,Greater than the National Average Payment
360348,2016,Not Available,"$15,243","$14,859",Not Available,"$13,543","$13,190",Not Available,"$17,307","$16,533",Not Available,89,103,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
360352,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL
360354,2016,"$24,209","$17,079","$16,853","$22,333","$15,829","$15,750","$26,110","$18,448","$17,881",259,303,375,No Different than the National Average Payment,No Different than the National Average Payment,Greater than the National Average Payment
360355,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Number of Cases Too Small,Number of Cases Too Small
360358,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
360359,2015,"$23,802","$15,139","$15,594","$21,375","$14,042","$14,475","$26,568","$16,311","$16,669",110,315,284,No Different than the National Average Payment,No Different than the National Average Payment,Greater than the National Average Payment
360360,2015,Not Available,"$15,996","$14,876",Not Available,"$14,222","$12,948",Not Available,"$18,318","$16,639",Not Available,80,66,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
361311,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
361312,2016,Not Available,"$16,033","$15,238",Not Available,"$14,102","$13,203",Not Available,"$18,278","$17,405",Not Available,63,49,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
361313,2015,Not Available,"$17,167","$14,392",Not Available,"$14,612","$12,338",Not Available,"$20,078","$16,340",Not Available,42,62,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
361315,2015,Not Available,"$15,094","$14,829",Not Available,"$13,192","$13,407",Not Available,"$17,255","$16,362",Not Available,66,137,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
361319,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
361321,2015,Not Available,"$14,516","$13,801",Not Available,"$12,770","$12,317",Not Available,"$16,479","$15,298",Not Available,76,120,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
361322,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small
361323,2016,Not Available,"$14,924","$14,485",Not Available,"$12,718","$12,236",Not Available,"$17,372","$16,729",Not Available,35,43,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
361326,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
361327,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL
361328,2015,Not Available,"$12,931","$13,818",Not Available,"$11,160","$12,109",Not Available,"$14,978","$15,513",Not Available,52,87,Number of Cases Too Small,Less than the National Average Payment,No Different than the National Average Payment
361330,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
361331,2015,Not Available,"$15,206","$14,924",Not Available,"$13,004","$13,056",Not Available,"$17,775","$16,698",Not Available,45,79,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
361333,2016,Not Available,"$15,162","$13,820",Not Available,"$13,062","$12,128",Not Available,"$17,509","$15,584",Not Available,40,80,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
370001,2015,"$19,764","$16,219","$14,107","$18,656","$15,222","$13,081","$20,971","$17,238","$15,115",454,456,278,Less than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
370002,2016,Not Available,"$14,718","$12,965",Not Available,"$12,945","$11,655",Not Available,"$16,797","$14,215",Not Available,61,137,Number of Cases Too Small,No Different than the National Average Payment,Less than the National Average Payment
370004,2016,Not Available,"$15,816","$12,761",Not Available,"$13,910","$11,642",Not Available,"$18,023","$13,828",Not Available,73,189,Number of Cases Too Small,No Different than the National Average Payment,Less than the National Average Payment
370006,2015,"$19,887","$12,943","$13,547","$17,305","$11,720","$12,222","$23,027","$14,334","$14,936",39,154,139,No Different than the National Average Payment,Less than the National Average Payment,No Different than the National Average Payment
370007,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL
370008,2015,"$19,377","$14,795","$14,261","$17,957","$13,940","$13,587","$20,945","$15,669","$14,915",247,525,689,Less than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
370011,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
370013,2014,21539,NULL,NULL,18544,NULL,NULL,25074,NULL,NULL,32,NULL,NULL,No Different than the National Average Payment,NULL,NULL
370014,2015,"$20,949","$14,576","$13,428","$19,067","$13,511","$12,548","$23,029","$15,677","$14,301",157,310,348,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
370016,2015,"$18,595","$15,391","$15,345","$16,416","$13,889","$14,009","$21,022","$17,043","$16,716",61,148,176,Less than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
370018,2014,19650,NULL,NULL,17975,NULL,NULL,21513,NULL,NULL,165,NULL,NULL,No Different than the National Average Payment,NULL,NULL
370019,2016,Not Available,"$16,814","$15,700",Not Available,"$14,797","$14,202",Not Available,"$19,138","$17,116",Not Available,68,153,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
370020,2016,"$23,391","$15,331","$15,270","$20,339","$13,704","$13,678","$26,929","$17,122","$16,860",31,110,116,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
360259,2016,"$22,209","$17,397","$14,699","$19,250","$15,619","$13,111","$25,729","$19,348","$16,206",27,123,114,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
360262,2016,"$24,444","$15,845","$15,479","$21,491","$14,584","$14,231","$27,634","$17,205","$16,751",59,229,210,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
360263,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
360274,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL
360348,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
360351,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
360352,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
360355,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL
360362,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
361300,2016,Not Available,"$14,215","$13,978",Not Available,"$12,125","$12,007",Not Available,"$16,623","$15,999",Not Available,28,61,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
361303,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
361305,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
361306,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
361307,2015,Not Available,"$17,174","$16,408",Not Available,"$15,474","$15,245",Not Available,"$18,983","$17,743",Not Available,136,245,Number of Cases Too Small,Greater than the National Average Payment,Greater than the National Average Payment
361308,2015,Not Available,"$15,313","$13,328",Not Available,"$12,978","$11,288",Not Available,"$18,123","$15,387",Not Available,32,36,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
361310,2015,Not Available,"$16,510","$15,937",Not Available,"$14,122","$13,952",Not Available,"$19,369","$18,035",Not Available,37,61,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
361311,2015,Not Available,Not Available,"$16,511",Not Available,Not Available,"$14,393",Not Available,Not Available,"$18,653",Not Available,Not Available,63,Number of Cases Too Small,Number of Cases Too Small,Greater than the National Average Payment
361312,2015,Not Available,"$14,320","$14,528",Not Available,"$12,439","$12,510",Not Available,"$16,426","$16,611",Not Available,59,54,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
361314,2016,Not Available,"$15,155","$15,919",Not Available,"$13,354","$14,210",Not Available,"$17,402","$17,805",Not Available,62,98,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
361315,2016,Not Available,"$14,356","$13,923",Not Available,"$12,540","$12,462",Not Available,"$16,391","$15,421",Not Available,57,116,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
361316,2016,Not Available,"$16,761","$15,438",Not Available,"$14,202","$13,788",Not Available,"$19,791","$17,149",Not Available,26,84,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
361318,2015,Not Available,"$13,369","$12,148",Not Available,"$11,736","$10,764",Not Available,"$15,297","$13,578",Not Available,76,97,Number of Cases Too Small,No Different than the National Average Payment,Less than the National Average Payment
361319,2015,Not Available,Not Available,"$14,675",Not Available,Not Available,"$12,585",Not Available,Not Available,"$16,822",Not Available,Not Available,49,Number of Cases Too Small,Number of Cases Too Small,No Different than the National Average Payment
361320,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
361321,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
361322,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
361323,2015,Not Available,"$13,843","$13,403",Not Available,"$11,616","$11,555",Not Available,"$16,746","$15,340",Not Available,26,48,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
360361,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
360362,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
361301,2015,Not Available,"$14,345","$14,376",Not Available,"$12,128","$12,108",Not Available,"$17,124","$16,565",Not Available,29,44,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
361302,2015,Not Available,"$16,196","$14,815",Not Available,"$13,709","$12,797",Not Available,"$19,176","$16,836",Not Available,31,57,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
361306,2016,Not Available,"$17,083","$13,785",Not Available,"$14,733","$11,896",Not Available,"$19,651","$15,768",Not Available,44,60,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
361309,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
361312,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
361313,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
361314,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
361315,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
361316,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
361318,2016,Not Available,"$14,061","$13,569",Not Available,"$12,383","$11,857",Not Available,"$15,941","$15,297",Not Available,70,81,Number of Cases Too Small,Less than the National Average Payment,No Different than the National Average Payment
361320,2016,Not Available,"$15,324","$14,674",Not Available,"$13,395","$13,252",Not Available,"$17,446","$16,106",Not Available,61,159,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
361322,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small
361325,2016,Not Available,"$14,986","$14,009",Not Available,"$12,747","$12,493",Not Available,"$17,534","$15,474",Not Available,30,108,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
361326,2016,Not Available,"$16,149","$15,954",Not Available,"$13,918","$14,364",Not Available,"$18,739","$17,481",Not Available,41,153,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
361327,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Number of Cases Too Small
361329,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
361331,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
361332,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
361333,2015,Not Available,"$15,197","$13,803",Not Available,"$12,886","$12,156",Not Available,"$17,883","$15,493",Not Available,39,85,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
361334,2015,Not Available,"$16,788","$14,193",Not Available,"$14,320","$12,613",Not Available,"$19,793","$15,751",Not Available,30,90,Not Available,No Different than the National Average Payment,No Different than the National Average Payment
370001,2016,"$21,030","$16,144","$13,763","$19,806","$15,201","$12,806","$22,362","$17,135","$14,725",467,486,289,Less than the National Average Payment,No Different than the National Average Payment,Less than the National Average Payment
370002,2015,Not Available,"$13,296","$11,536",Not Available,"$11,596","$10,420",Not Available,"$15,266","$12,700",Not Available,60,135,Number of Cases Too Small,No Different than the National Average Payment,Less than the National Average Payment
370004,2015,Not Available,"$13,115","$12,628",Not Available,"$11,577","$11,602",Not Available,"$14,844","$13,643",Not Available,84,220,Number of Cases Too Small,Less than the National Average Payment,Less than the National Average Payment
